query_product,query_category,model,reranking,rank,recommended_product,rec_category,rec_brand,similarity_score,rating,sold,trust_score,is_mall
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,Hybrid-SBERT,no,0,[HCM]Điện thoại LG G7 thinq cpu snap 845 ram 4gb bộ nhớ 64gb,Điện thoại,other,0.8393,4.75,0,0.55,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,Hybrid-SBERT,no,0,Máy tính bảng Samsung tab T295 Ram 2GB bộ nhớ 32GB Android 11 sim 4G máy đẹp 99,Máy tính bảng,samsung,0.7874,5.0,33,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,Hybrid-SBERT,no,0,Điện thoại Vi.v0_Y19s 8GB/128GB Hàng Chính hãng Mới 100%,Điện thoại,vivo,0.7704,5.0,0,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,Hybrid-SBERT,no,0,"(Chính Hãng)điện thoại Samsung Galaxy A50s 2sim ram 4G/64G, Màn hình: 6.4""Full HD+, Cày Game siêu mượt ,BẢO HÀNH 12 THÁNG",Điện thoại,samsung,0.7678,5.0,52,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,Hybrid-PhoBERT,no,0,điện thoại V.V Y.93 Ram 6/128GB 2sim Pin trâu 4030 mAh,Điện thoại,vivo,0.9675,5.0,26,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,Hybrid-PhoBERT,no,0,Điện thoại Siêu Phẩm Pin Khủng Điện thoại Oukitel WP28S pin 10600,Điện thoại,other,0.8744,5.0,0,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,Hybrid-PhoBERT,no,0,[HCM]Điện thoại LG G7 thinq cpu snap 845 ram 4gb bộ nhớ 64gb,Điện thoại,other,0.8317,4.75,0,0.55,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,Hybrid-PhoBERT,no,0,"Điện thoại Vivo S1 2sim ram 8G rom 256G Zin đẹp, Cảm biến vân tay trên màn hình",Điện thoại,vivo,0.8216,5.0,0,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,Hybrid-PhoBERT,no,0,"điện thoại 4G Samsung Galaxy S9 Plus ram 6G/64G Chính Hãng, Chiến Game mượt, Chụp ảnh siêu đẹp - CMSS",Điện thoại,samsung,0.7632,5.0,37,0.5,0
,,TF-IDF,no,0,Củ sạc Samsung Charger 45W type C,Thiết bị sạc,samsung,0.0,4.9,1500,0.8,1
,,TF-IDF,no,0,Apple iPhone Air 256GB Chính hãng,Điện thoại,apple,0.0,5.0,54,0.7,1
,,TF-IDF,no,0,Apple iPhone 17 Pro 512GB Chính hãng,Điện thoại,apple,0.0,5.0,10,0.7,1
,,TF-IDF,no,0,Apple iPhone 17 Pro Max 512GB Chính hãng,Điện thoại,apple,0.0,5.0,50,0.7,1
,,TF-IDF,no,0,Apple iPhone AIR - Chính Hãng (VN/A),Điện thoại,apple,0.0,5.0,0,0.7,1
,,SBERT,no,0,MÁY TÍNH BẢNG TÍCH HỢP ĐIỆN THOẠI NEW FULL BOX GIÁ RẺ DÀNH CHO HỌC SINH SINH VIÊN NGƯỜI LỚN TUỔI,Điện thoại,other,0.2964,5.0,0,0.5,0
,,SBERT,no,0,Điện thoại giá học sinh Bộ nhớ 16+1TB dt gia rẻ Camera 72+48MP điện thoại tồn kho Cấu Hình Mạnh Đỉnh New Arrival Chính Hãng đt giá rẻ cho học sinh,Điện thoại,other,0.2896,5.0,0,0.5,0
,,SBERT,no,0,ĐIỆN THOẠI GIÁ RẺ 7. PIUS Q. TẾ FULL CHỨC NĂNG CÒN ĐẸP TẶNG KÈM PHỤ KIỆN,Điện thoại,other,0.2865,5.0,0,0.5,0
,,SBERT,no,0,2023 điện thoại CHÍNH HÃNG Galaxy S23 Ultra Bộ nhớ MỚI Sẵn Tiếng Việt chơi LIÊN QUÂN-PUBG-FREE FIRE ngon lành Học Online đỉnh 12+512GB,Điện thoại,samsung,0.2806,5.0,20,0.5,0
,,SBERT,no,0,ĐIỆN THOẠI GIÁ RẺ 6G QUỐC TẾ FULL CHỨC NĂNG CÒN ĐẸP TẶNG KÈM PHỤ KIỆN,Điện thoại,other,0.2659,5.0,0,0.55,0
,,PhoBERT,no,0,Xiaomi Focus Pen Pro,Bút cảm ứng,xiaomi,0.3493,5.0,5,0.8,1
,,PhoBERT,no,0,Tai Nghe Apple EarPods Cổng Lightning (MMTN2) - Hàng Chính Hãng ZA/A,Tai nghe,apple,0.3475,4.91,6000,1.0,1
,,PhoBERT,no,0,[CN Version]Miui | Xiaomi 17 Pro Điện Thoại Chơi Game,Điện thoại,xiaomi,0.3448,4.83,0,0.55,0
,,PhoBERT,no,0,Sạc dự phòng Xiaomi UltraThin Magnetic Power Bank 5000 15W,Thiết bị sạc,xiaomi,0.34,4.92,130,0.8,1
,,PhoBERT,no,0,Bút cảm ứng Apple Pencil (USB-C) - Hàng chính hãng ZP/A,Bút cảm ứng,apple,0.3383,4.67,249,0.85,1
,,Hybrid-SBERT,no,0,"ĐIỆN THOẠI 6SPL LƯỚT WEB, XEM PHIM, CHƠI GAME BẢO HÀNH 12 THÁNG",Điện thoại,other,0.832,5.0,0,0.5,0
,,Hybrid-SBERT,no,0,ĐIỆN THOẠI GIÁ RẺ 6G QUỐC TẾ FULL CHỨC NĂNG CÒN ĐẸP TẶNG KÈM PHỤ KIỆN,Điện thoại,other,0.7386,5.0,0,0.55,0
,,Hybrid-SBERT,no,0,dt giá rẻ đánh mọi gaming nặng chất điện thoại Hỗ trợ 4G/5G đt rẻ Màn hình AMOLED điện thoại việt nam Hỗ trợ kiểm tra hàng hóa Giao hàng nhận tiền,Điện thoại,other,0.5992,5.0,0,0.5,0
,,Hybrid-SBERT,no,0,Điện thoại Samsung note 8 / đọc mô tả bên dưới,Điện thoại,samsung,0.5982,5.0,0,0.5,0
,,Hybrid-SBERT,no,0,Điện thoại Forme D111 4G Chính hãng Bán chạy,Điện thoại,other,0.5624,5.0,0,0.5,0
,,Hybrid-PhoBERT,no,0,[CN Version]Miui | Xiaomi 17 Pro Điện Thoại Chơi Game,Điện thoại,xiaomi,0.7138,4.83,0,0.55,0
,,Hybrid-PhoBERT,no,0,"ĐIỆN THOẠI 6SPL LƯỚT WEB, XEM PHIM, CHƠI GAME BẢO HÀNH 12 THÁNG",Điện thoại,other,0.6702,5.0,0,0.5,0
,,Hybrid-PhoBERT,no,0,ĐIỆN THOẠI GIÁ RẺ 6G QUỐC TẾ FULL CHỨC NĂNG CÒN ĐẸP TẶNG KÈM PHỤ KIỆN,Điện thoại,other,0.6004,5.0,0,0.55,0
,,Hybrid-PhoBERT,no,0,Bút cảm ứng Apple Pencil (USB-C) - Hàng chính hãng ZP/A,Bút cảm ứng,apple,0.5992,4.67,249,0.85,1
,,Hybrid-PhoBERT,no,0,[Trả góp 0%] Điện Thoại Apple iPhone 13 Chính hãng VN/A [Viettel Store],Điện thoại,apple,0.5914,5.0,565,0.75,1
